File Name,File1,File3,File4,File5,File6,File7,File8,File9,Lines,Statements,% Branches,Calls,% Comments,Classes,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,num_of_tests,num_of_passed_tests,num_of_failed_tests,In_DegreeCentrality4Data,out_DegCentrality4Data,In_degCentrality4Call,Out_degCentrality4Call,CBO,IFC(Information Flow complexity),Density,Diversity,Uniqueness,DDU,No of Modified ,No of Chunks,No of Failing tests,No of Repair Actions,Exception Type,label
108,com,google,javascript,jscomp,ScopedAliases.java,,,,614,279,22.2,204,18.1,6,4.33,7.81,19,7,3.23,4.12,452,1,451,1,0,0,0,1,7.81,0.46967007,0.999683247,0.233244563,0.10951329,4,1,4,3,11,Bad
109,com,google,javascript,jscomp,parsing,JsDocInfoParser.java,,,2583,1282,38.8,795,16.7,6,12.67,15.21,184,9,3.94,6.74,6099,2,6097,0,1,0,0,1,15.21,0.538614985,0,0.000164015,0,1,2,5,4,2,Bad
110,com,google,javascript,jscomp,ScopedAliases.java,,,,604,275,22.5,200,17.9,6,4.33,7.69,18,7,3.22,4.08,8112,2,8110,0,0,0,0,0,7.69,0.328744389,0.999946356,0.535387363,0.17599615,12,2,12,8,2,Bad
111,com,google,javascript,jscomp,type,ClosureReverseAbstractInterpreter.java,,,267,115,12.2,63,14.6,15,1.47,3.41,11,6,2.33,2.41,2498,1,2497,0,0,0,0,0,3.41,0.504216626,0.999929827,0.388633226,0.195941583,1,1,3,2,2,Bad
112,com,google,javascript,jscomp,TypeInference.java,,,,1612,790,32.4,521,18,4,14,12.02,30,9,2.88,5.5,3222,2,3220,1,11,1,0,13,496.02,0.504216626,0.999929827,0.388633226,0.195941583,1,2,6,1,2,Bad
113,com,google,javascript,jscomp,ProcessClosurePrimitives.java,,,,1233,544,25.6,434,21.2,4,11,10.16,30,9,3.14,4.86,2642,1,2641,1,8,0,0,9,74.16,0.44816479,0.999858188,0.361941252,0.162186322,1,1,2,2,2,Bad
114,com,google,javascript,jscomp,NameAnalyzer.java,,,,1887,807,30.7,525,28.4,21,3.38,9.15,27,7,3.14,4.6,638,1,637,1,5,0,0,6,34.15,0.429200528,0.999727628,0.220183486,0.094477129,1,1,2,2,2,Bad
115,com,google,javascript,jscomp,FunctionInjector.java,,,,936,330,26.4,159,34.1,5,7.2,7.58,15,6,2.61,4.09,693,7,686,1,13,0,0,14,176.58,0.379409578,0.99976929,0.242201835,0.091872495,2,7,5,2,2,Bad
116,com,google,javascript,jscomp,FunctionInjector.java,,,,950,338,26.6,165,33.7,5,7.2,7.81,19,6,2.63,4.2,696,8,688,1,11,0,0,12,128.81,0.38422763,0.999787916,0.231589958,0.088964389,2,8,5,3,2,Bad
117,com,google,javascript,jscomp,TypeValidator.java,,,,849,283,24,235,31.1,2,19,5.11,19,6,2.24,3.87,7149,1,7148,1,10,0,0,11,105.11,0.358452991,0.999942195,0.48074706,0.17231526,3,1,9,1,6,Bad
118,com,google,javascript,jscomp,DisambiguateProperties.java,,,,1136,509,27.1,341,20.2,9,7.56,4.99,84,8,3.25,5.04,7142,2,7140,0,9,0,0,9,4.99,0.345081138,0.999949965,0.478476821,0.165105064,1,2,2,1,6,Bad
119,com,google,javascript,jscomp,GlobalNamespace.java,,,,1360,660,34.8,206,23.9,8,9.88,6.42,39,9,3.77,3.16,912,1,911,2,12,1,0,15,1302.42,0.411214995,0.999750648,0.273836421,0.112577564,1,1,1,2,2,Bad
120,com,google,javascript,jscomp,ReferenceCollectingCallback.java,,,,727,282,19.9,139,29.3,8,6.88,3.25,16,6,2.57,2.64,7134,1,7133,1,2,0,1,4,12.25,0.353409347,0,0.00014043,0,1,1,3,1,2,Bad
121,com,google,javascript,jscomp,InlineVariables.java,,,,735,286,26.6,225,29.1,6,4.67,8.11,22,7,3.33,4.57,461,1,460,0,12,0,0,12,8.11,0.434436571,0.999781184,0.226656991,0.098446539,2,1,2,2,2,Bad
122,com,google,javascript,jscomp,parsing,IRFactory.java,,,1526,853,36.2,463,10,2,44.5,7.67,88,6,2.89,3.47,7167,3,7164,4,0,0,0,4,7.67,0.55020373,0.999904554,0.583207262,0.320852184,1,3,5,2,2,Bad
123,com,google,javascript,jscomp,CodeGenerator.java,,,,1306,773,37,501,14.6,2,17,21.06,132,9,3.83,8.26,4492,1,4491,0,46,0,1,47,21.06,0.331819408,0.999899974,0.426385063,0.141468687,1,1,3,4,6,Bad
124,com,google,javascript,jscomp,ExploitAssigns.java,,,,246,95,46.3,59,36.6,1,6,14,17,8,3.58,7.17,316,1,315,1,0,0,0,1,14,0.459829256,0.999755805,0.214964965,0.098823042,2,1,2,2,2,Bad
125,com,google,javascript,jscomp,TypeCheck.java,,,,2119,946,39,667,19,2,22,18.52,72,7,3.04,8.32,7061,1,7060,2,8,0,0,10,274.52,0.361030092,0.999941749,0.481809701,0.173937668,1,1,2,2,11,Bad
126,com,google,javascript,jscomp,MinimizeExitPoints.java,,,,308,117,35,77,37.7,1,7,14.43,16,5,2.87,6.43,318,2,316,1,22,0,0,23,498.43,0.460954989,0.999738798,0.219525207,0.101164808,1,2,4,1,2,Bad
127,com,google,javascript,jscomp,UnreachableCodeElimination.java,,,,259,111,29.7,63,31.7,3,3.33,8.1,13,7,3.07,5.2,336,6,330,0,11,0,0,11,8.1,0.460029229,0.99978028,0.230849948,0.10617439,2,6,5,4,2,Good
128,com,google,javascript,jscomp,CodeGenerator.java,,,,1290,763,37.2,493,14.7,2,17,20.82,128,9,3.82,8.15,4283,1,4282,1,0,1,0,2,20.82,0.332155508,0.999904351,0.420097245,0.139524267,2,1,3,2,6,Bad
129,com,google,javascript,jscomp,PrepareAst.java,,,,220,79,30.4,54,30.9,2,6.5,4.38,9,6,2.9,3.15,6782,1,6781,1,5,0,0,6,29.38,0.298989202,0.999957691,0.470003681,0.14052008,1,1,3,2,2,Bad
130,com,google,javascript,jscomp,CollapseProperties.java,,,,969,349,27.2,260,33.7,2,12,12.21,16,7,2.66,6.46,577,1,576,0,6,1,0,7,48.21,0.440136317,0.999794686,0.225694444,0.099315926,1,1,1,2,2,Bad
131,com,google,javascript,rhino,TokenStream.java,,,,208,301,35.2,51,25,1,2,148.5,63,9,6.4,35,2987,2,2985,2,0,0,0,2,148.5,0.363916563,0.99987771,0.369028449,0.134279142,2,2,2,2,2,Bad
132,com,google,javascript,jscomp,PeepholeSubstituteAlternateSyntax.java,,,,1727,831,32.9,602,24.3,4,13,14.62,43,9,3.72,6.96,396,1,395,1,22,0,0,23,498.62,0.424238456,0.999807235,0.237983281,0.100942198,1,1,2,2,2,Bad
133,com,google,javascript,jscomp,parsing,JsDocInfoParser.java,,,2453,1231,34.5,727,16.8,6,11.17,16.63,148,9,5.13,6.4,5493,1,5492,1,0,0,1,2,17.63,0.549238332,0.999857463,0.574651626,0.315575713,1,1,1,2,11,Bad
1,org,apache,commons,lang3,math,NumberUtils.java,,,1436,459,32.5,143,51.5,1,48,8.06,65,7,2.61,4.96,88,1,87,1,2,0,0,3,12.06,0,0.987017202,0.213675214,0,3,1,6,4,19,Bad
2,org,apache,commons,lang3,LocaleUtils.java,,,,325,116,26.7,96,45.2,2,4.5,9.78,23,5,2.51,5.11,14,1,13,0,0,0,0,0,9.78,0.019798767,0.813186813,0.8,0.012880077,1,1,4,1,2,Bad
3,org,apache,commons,lang3,math,NumberUtils.java,,,1427,453,32.2,141,51.6,1,48,7.94,58,7,2.6,4.81,87,1,86,1,3,0,0,4,16.94,0.614285714,0.987345987,0.213675214,0.129596696,4,1,1,2,2,Bad
4,org,apache,commons,lang3,text,translate,LookupTranslator.java,,85,32,21.9,10,42.4,1,1,10,4,5,2.28,4,31,1,30,1,0,0,0,1,10,0.019504712,0.696551724,0.888888889,0.012076481,4,1,5,2,2,Bad
5,org,apache,commons,lang3,LocaleUtils.java,,,,322,114,26.3,96,45.3,2,4.5,9.56,22,5,2.51,5,13,1,12,1,0,0,0,1,9.56,0.940740741,0.846153846,0.8,0.636809117,2,1,6,3,9,Bad
6,org,apache,commons,lang3,text,translate,CharSequenceTranslator.java,,125,38,18.4,19,52.8,1,4,6.75,6,4,2.03,2.75,130,1,129,1,1,0,0,2,7.75,0.615384615,0.99594514,0.273913043,0.167878378,1,1,2,3,24,Bad
7,org,apache,commons,lang3,math,NumberUtils.java,,,1422,460,35.2,144,49.7,1,47,8.3,59,7,2.68,5.26,82,1,81,2,8,0,1,11,332.3,0.018595318,0.98630137,0.197580645,0.003623745,3,1,6,3,2,Bad
8,org,apache,commons,lang3,time,FastDatePrinter.java,,,1250,457,24.1,182,40.4,17,4.41,4.19,68,6,2.88,4.14,103,2,101,2,1,0,0,3,8.19,0.014803358,0.95959596,0.551515152,0.007834407,3,2,5,3,2,Bad
9,org,apache,commons,lang3,time,FastDateParser.java,,,870,384,29.7,185,32.2,7,7.14,5.3,37,7,2.56,3.6,115,2,113,1,2,0,2,5,21.3,0.369575758,0.967403767,0.547058824,0.195589383,1,2,4,1,2,Bad
10,org,apache,commons,lang3,time,FastDateParser.java,,,867,382,29.6,181,32.3,7,7.14,5.26,36,7,2.56,3.56,113,2,111,1,0,0,0,1,5.26,0.33736089,0.966190962,0.547058824,0.178316582,2,2,4,1,2,Bad
11,org,apache,commons,lang3,RandomStringUtils.java,,,,335,79,31.6,25,61.8,1,12,5.25,35,6,2.95,4,6,1,5,1,0,0,0,1,5.25,0.339665407,1,0.583333333,0.198138154,1,1,4,2,2,Bad
12,org,apache,commons,lang3,RandomStringUtils.java,,,,331,76,30.3,24,62.5,1,12,5,33,6,2.95,3.83,5,2,3,3,0,0,0,3,5,0.694444444,1,0.5,0.347222222,3,2,5,3,1,Bad
13,org,apache,commons,lang3,SerializationUtils.java,,,,293,103,18.4,44,50.5,2,4,9.88,6,5,2.44,3.38,35,1,34,1,0,0,0,1,9.88,0.7,0.92605042,0.833333333,0.540196078,4,1,8,4,22,Bad
14,org,apache,commons,lang3,StringUtils.java,,,,6591,1484,30.7,648,64.3,2,83,7.67,36,7,2.53,4.48,313,1,312,0,0,0,0,0,7.67,0.471428571,0.970378167,0.902857143,0.413024634,2,1,3,1,2,Bad
15,org,apache,commons,lang3,reflect,TypeUtils.java,,,1101,321,34.6,164,40.9,1,24,10.04,15,6,2.51,5.71,10,2,8,1,4,0,0,5,26.04,0.023059061,0.955555556,0.037940379,0.000835986,2,2,4,2,2,Good
16,org,apache,commons,lang3,math,NumberUtils.java,,,1413,455,35.2,139,49.7,1,47,8.19,58,7,2.67,5.21,82,1,81,0,0,0,0,0,8.19,0.074796748,0.98630137,0.210300429,0.015514312,1,1,2,2,19,Bad
17,org,apache,commons,lang3,text,translate,CharSequenceTranslator.java,,125,38,18.4,19,52.8,1,4,6.75,6,4,2.03,2.75,36,1,35,1,1,0,0,2,7.75,0.014227762,0.979365079,0.142307692,0.00198294,6,1,6,4,6,Bad
18,org,apache,commons,lang3,time,FastDateFormat.java,,,1519,496,22.2,198,48.6,17,5.53,3.54,70,6,2.77,3.57,48,1,47,0,3,1,2,6,28.54,0.056410256,0.814492754,0.347826087,0.015981129,2,1,3,2,6,Bad
19,org,apache,commons,lang3,text,translate,NumericEntityUnescaper.java,,90,36,25,23,34.4,1,1,31,19,5,3.03,19,23,2,21,1,0,0,0,1,31,0.319470699,0.831168831,0.777777778,0.206526513,5,2,9,5,24,Bad
20,org,apache,commons,lang3,StringUtils.java,,,,6564,1484,30.9,648,64.2,1,165,7.73,36,7,2.52,4.49,235,2,233,2,1,0,0,3,11.73,0.848484848,0.986761229,0.921212121,0.771286647,2,2,4,3,18,Bad
21,org,apache,commons,lang3,time,DateUtils.java,,,1871,438,29.2,210,63.9,2,30.5,5.7,36,8,2.66,2.92,109,1,108,0,0,0,0,0,5.7,0.024964539,0.967730559,0.836065574,0.020198464,1,1,3,4,2,Bad
22,org,apache,commons,lang3,math,Fraction.java,,,964,321,24.9,148,50.8,1,34,7.82,18,5,2.28,3.97,25,2,23,0,0,0,0,0,7.82,0.131147541,1,0.764705882,0.100289296,2,2,5,4,2,Bad
23,org,apache,commons,lang3,text,ExtendedMessageFormat.java,,,536,233,26.6,140,36.6,1,21,9.05,12,7,2.91,3.67,8,1,7,0,0,0,0,0,9.05,0.374117647,0.857142857,0.076923077,0.024667098,3,1,6,3,2,Unknown
24,org,apache,commons,lang3,math,NumberUtils.java,,,1423,456,35.3,137,49.3,1,47,8.21,56,7,2.69,5.17,57,1,56,0,0,0,0,0,8.21,0.225961538,1,0.227488152,0.051403573,1,1,1,2,2,Bad
25,org,apache,commons,lang3,text,translate,EntityArrays.java,,380,38,2.6,16,85.5,1,11,1.36,2,3,1.39,1.09,23,1,22,0,0,0,0,0,1.36,0.017377567,0.9,0.416666667,0.006516588,1,1,1,2,2,Unknown
26,org,apache,commons,lang3,time,FastDateFormat.java,,,1757,618,22.7,247,45,18,5.5,4.41,96,6,2.76,4.35,47,1,46,1,1,0,0,2,5.41,0.866666667,0.805050505,0.4375,0.305248316,1,1,1,3,6,Bad
27,org,apache,commons,lang3,math,NumberUtils.java,,,1423,456,35.3,137,49.3,1,47,8.21,56,7,2.69,5.15,57,1,56,2,8,0,1,11,332.21,0.400925926,1,0.211206897,0.084678321,2,1,4,2,24,Bad
28,org,apache,commons,lang3,text,translate,NumericEntityUnescaper.java,,74,31,25.8,14,36.5,1,1,26,11,5,2.94,11,20,1,19,0,0,0,0,0,26,0.018318966,0.789473684,0.777777778,0.011248488,2,1,3,1,6,Bad
29,org,apache,commons,lang3,SystemUtils.java,,,,1824,175,10.3,115,81.9,1,24,2.92,6,5,1.54,1.96,423,1,422,0,0,0,0,0,2.92,0.783625731,0.985871202,0.67699115,0.523012249,1,1,1,1,2,Bad
30,org,apache,commons,lang3,StringUtils.java,,,,6190,1386,31.3,606,64.1,1,158,7.71,36,7,2.55,4.48,413,10,403,1,1,0,0,2,8.71,0.026008559,0.994808511,0.794444444,0.020555087,20,10,11,8,2,Good
31,org,apache,commons,lang3,StringUtils.java,,,,6142,1352,31.1,594,64.5,1,158,7.49,36,7,2.5,4.36,402,2,400,0,0,0,0,0,7.49,0.010786052,0.994731296,0.794444444,0.008523772,4,2,4,3,2,Good
32,org,apache,commons,lang3,builder,HashCodeBuilder.java,,,991,202,26.2,74,66.2,1,36,4.28,14,6,2.36,2.67,45,1,44,0,0,0,0,0,4.28,0.010715373,0.988888889,0.127572016,0.001351793,4,1,7,5,2,Bad
33,org,apache,commons,lang3,ClassUtils.java,,,,1052,304,29.3,190,50.1,1,28,6.61,34,6,2.41,4.21,113,1,112,0,0,0,0,0,6.61,0.050297211,0.946517778,0.142857143,0.006801029,1,1,1,3,18,Bad
34,org,apache,commons,lang3,builder,ToStringStyle.java,,,2278,592,20.8,261,53.1,6,20.33,3.46,41,6,2.26,2.1,152,27,125,0,1,1,0,2,4.46,0.022780196,0.990240502,0.430962343,0.009721594,2,27,3,3,2,Good
35,org,apache,commons,lang3,ArrayUtils.java,,,,4485,1156,26.1,301,60,1,175,5.44,10,5,2.17,3.27,331,1,330,0,0,0,0,0,5.44,0.245595684,0.982149697,0.851428571,0.205374556,2,1,4,1,5,Bad
36,org,apache,commons,lang3,math,NumberUtils.java,,,1416,454,35.2,134,49.3,1,47,8.17,54,7,2.68,5.11,65,2,63,1,1,0,0,2,9.17,0.023306301,0.999183673,0.223744292,0.005210395,2,2,3,2,19,Good
37,org,apache,commons,lang3,ArrayUtils.java,,,,4419,1145,26.1,300,59.7,1,174,5.39,10,5,2.16,3.26,314,1,313,1,0,0,0,1,5.39,0.020456621,0.988912403,0.850574713,0.017206962,3,1,7,2,3,Bad
38,org,apache,commons,lang3,time,FastDateFormat.java,,,1757,618,22.7,247,45,18,5.5,4.41,96,6,2.76,4.35,45,1,44,0,1,1,0,2,5.41,0.023373481,0.787375415,0.338709677,0.006233513,1,1,1,2,6,Bad
39,org,apache,commons,lang3,StringUtils.java,,,,5840,1287,31,567,64.5,1,151,7.46,36,7,2.5,4.36,198,1,197,1,0,0,0,1,7.46,0.316954239,0.982361688,0.927152318,0.288681577,1,1,1,3,18,Bad
40,org,apache,commons,lang,StringUtils.java,,,,5774,1259,30.8,549,64.8,1,150,7.33,34,7,2.48,4.3,196,1,195,0,0,0,0,0,7.33,0.027092113,0.982365254,0.926666667,0.024662632,1,1,7,2,2,Bad
41,org,apache,commons,lang,ClassUtils.java,,,,1037,304,29.3,188,49.4,1,28,6.61,34,6,2.41,4.18,78,2,76,1,0,0,0,1,6.61,0.027346939,0.93972694,0.916666667,0.0235571,8,2,8,3,6,Bad
42,org,apache,commons,lang,Entities.java,,,,995,252,19,111,60.2,9,4,4.83,17,11,3.09,2.35,54,1,53,1,1,0,0,2,5.83,0.143162393,0.995121951,0.463157895,0.065983345,2,1,6,3,6,Bad
43,org,apache,commons,lang,text,ExtendedMessageFormat.java,,,475,211,26.5,132,36.8,1,19,9.05,12,7,3,3.63,7,1,6,0,0,0,0,0,9.05,0.220795892,0.80952381,0.136363636,0.024373573,1,1,1,2,20,Bad
44,org,apache,commons,lang,NumberUtils.java,,,,715,240,37.9,76,48.4,1,19,11.42,55,7,3.07,7.53,20,1,19,0,0,0,0,0,11.42,0.307359307,1,0.947368421,0.291182502,1,1,4,1,24,Bad
45,org,apache,commons,lang,WordUtils.java,,,,647,163,29.4,89,62.6,1,14,10.5,12,6,2.75,5.36,81,1,80,0,0,0,0,0,10.5,0.205263158,0.999691358,0.514124294,0.105498205,1,1,3,2,24,Bad
46,org,apache,commons,lang,StringEscapeUtils.java,,,,865,273,35.5,120,55.1,1,25,9.52,24,7,3.4,3.96,19,1,18,0,0,0,0,0,9.52,0.029434331,0.964912281,0.404761905,0.011495864,9,1,5,1,6,Bad
47,org,apache,commons,lang,text,StrBuilder.java,,,2718,856,22.9,298,49.6,4,38,4.5,11,6,2.32,2.64,206,2,204,1,2,0,0,3,8.5,0.130325815,0.996957404,0.721991701,0.093807866,2,2,2,3,18,Bad
48,org,apache,commons,lang,builder,EqualsBuilder.java,,,847,267,30.7,80,51.5,1,29,7.86,18,5,2.28,4.76,63,1,62,0,0,0,0,0,7.86,0.13208852,0.986687148,0.931034483,0.121341766,2,1,3,1,2,Bad
49,org,apache,commons,lang,math,Fraction.java,,,946,318,24.5,145,51.2,1,34,7.74,14,5,2.27,3.85,25,1,24,0,0,0,0,0,7.74,0.375478927,1,0.764705882,0.287130944,1,1,4,2,2,Bad
50,org,apache,commons,lang,time,FastDateFormat.java,,,1747,618,22.7,252,45,18,5.5,4.4,96,6,2.76,4.35,21,2,19,3,4,0,0,7,148.4,0.371764706,0.984210526,0.395833333,0.144833333,6,2,8,5,2,Good
51,org,apache,commons,lang,BooleanUtils.java,,,,973,206,32.5,73,65.6,1,37,4.49,23,6,2.44,3.32,52,1,51,0,0,0,0,0,4.49,0.539583333,0.965309201,1,0.520864756,1,1,1,1,24,Bad
52,org,apache,commons,lang,StringEscapeUtils.java,,,,691,223,37.7,92,54.8,1,21,9.33,23,7,3.61,3.86,14,1,13,2,0,0,0,2,9.33,0.065488565,0.934065934,0.315789474,0.019317044,1,1,2,1,6,Bad
53,org,apache,commons,lang,time,DateUtils.java,,,990,287,29.3,139,55.1,2,15,7.57,32,8,2.74,4.07,22,1,21,1,0,0,0,1,7.57,0.161654135,1,0.833333333,0.134711779,4,1,0,3,2,Bad
54,org,apache,commons,lang,LocaleUtils.java,,,,294,100,26,74,50.3,1,9,8.22,20,6,2.5,5.11,12,1,11,1,0,0,0,1,8.22,0.173333333,0.878787879,0.777777778,0.118473625,1,1,4,2,9,Bad
55,org,apache,commons,lang,time,StopWatch.java,,,265,70,17.1,18,57,1,12,3.83,5,3,1.8,2.17,6,1,5,2,1,0,0,3,7.83,0.685185185,1,0.75,0.513888889,2,1,1,1,2,Bad
56,org,apache,commons,lang,time,FastDateFormat.java,,,1744,620,22.9,252,44.7,18,5.5,4.42,98,6,2.77,4.41,19,1,18,0,0,0,0,0,4.42,1,0.980392157,0.262295082,0.257152041,3,1,4,2,22,Unknown
57,org,apache,commons,lang,LocaleUtils.java,,,,291,98,25.5,71,50.9,1,9,8,19,6,2.48,5,11,11,0,1,0,0,0,1,8,0.410746812,0,0.08,0,1,11,3,2,18,Good
58,org,apache,commons,lang,math,NumberUtils.java,,,1626,520,36.5,134,48.6,1,53,8.38,53,7,2.62,5.28,74,1,73,0,0,0,0,0,8.38,0.08,0.967404427,0.282722513,0.021880561,1,1,1,1,19,Bad
59,org,apache,commons,lang,text,StrBuilder.java,,,2364,790,23.3,270,47.2,4,32.5,4.92,11,6,2.34,2.79,182,1,181,0,0,0,0,0,4.92,0.016075511,0.995750106,0.711340206,0.011386559,1,1,2,3,1,Bad
60,org,apache,commons,lang,text,StrBuilder.java,,,2364,790,23.3,270,47.2,4,32.5,4.92,11,6,2.34,2.79,185,1,184,0,0,0,0,0,4.92,0.146199162,0.996216898,0.71559633,0.104223797,2,1,2,2,2,Bad
61,org,apache,commons,lang,text,StrBuilder.java,,,2364,790,23.3,270,47.2,4,32.5,4.92,11,6,2.34,2.79,184,2,182,0,0,0,0,0,4.92,0.153506793,0.996175096,0.71559633,0.109428736,1,2,2,4,2,Bad
62,org,apache,commons,lang,Entities.java,,,,955,287,22.3,135,54,9,3.78,6.24,20,11,3.38,2.97,42,1,41,0,0,0,0,0,6.24,0.153896562,0.997536946,0.530612245,0.081458269,4,1,2,3,6,Bad
63,org,apache,commons,lang,time,DurationFormatUtils.java,,,618,275,28,138,37.7,2,10,11.9,21,6,3.17,4.85,12,1,11,0,0,1,0,1,11.9,0.488388459,0.939393939,0.094339623,0.043281996,4,1,8,4,6,Bad
64,org,apache,commons,lang,enums,ValuedEnum.java,,,231,45,22.2,23,68.8,1,6,5,4,4,1.84,2.67,73,1,72,1,0,0,0,1,5,0.131027254,0.960651289,0.127071823,0.015994721,5,1,9,4,2,Bad
65,org,apache,commons,lang,time,DateUtils.java,,,989,287,29.3,139,55,2,15,7.57,32,8,2.75,4.07,21,1,20,1,0,0,0,1,7.57,0.045023501,1,0.8,0.036018801,8,1,5,4,2,Bad
1,org,joda,time,field,UnsupportedDurationField.java,,,,279,75,8,26,50.5,1,25,1.64,4,4,1.61,1.24,3946,1,3945,1,9,0,0,10,82.64,0.111188201,0.998117648,0.662639405,0.073538996,3,1,7,4,2,Bad
2,org,joda,time,field,UnsupportedDurationField.java,,,,282,77,9.1,27,50,1,25,1.72,4,4,1.64,1.28,3946,1,3945,1,5,0,0,6,26.72,0.080856989,0.998998157,0.682408501,0.055122218,3,1,5,4,9,Bad
3,org,joda,time,MutableDateTime.java,,,,,1486,327,11.6,252,58.8,2,51.5,1.9,8,4,1.9,1.35,1307,5,1302,0,0,0,0,0,1.9,0.11021428,0.999350886,0.47817715,0.052667741,20,5,1,2,6,Good
4,org,joda,time,Partial.java,,,,,998,306,17.3,192,53.3,2,22.5,5.31,19,7,2.48,2.24,770,1,769,2,8,0,0,10,261.31,0.077173439,0.999341261,0.325207216,0.025080826,1,1,4,3,2,Bad
5,org,joda,time,Period.java,,,,,1646,358,7.8,328,67.1,1,86,3.03,8,4,1.84,1.37,1887,3,1884,3,13,0,0,16,1524.03,0.104047603,0.998113169,0.464646465,0.048254131,2,3,12,4,27,Bad
6,org,joda,time,chrono,GJChronology.java,,,,1141,481,23.3,297,25.5,4,18.5,4.95,11,8,2.91,2.55,2600,5,2595,0,0,0,0,0,4.95,0.090113841,0.998509026,0.535529716,0.048186687,3,5,7,4,2,Good
7,org,joda,time,format,DateTimeFormatter.java,,,,953,269,13.8,143,56.9,1,45,4.42,8,5,2.07,2.02,2703,2,2701,2,11,0,0,13,488.42,0.086434426,0.99932755,0.63598759,0.054934257,2,2,4,3,10,Bad
8,org,joda,time,DateTimeZone.java,,,,,1327,442,20.6,201,50,3,16,7.25,12,8,2.4,3.15,3883,1,3882,2,2,0,0,4,23.25,0.094297151,0.997483795,0.582278481,0.054769044,3,1,6,5,9,Bad
9,org,joda,time,DateTimeZone.java,,,,,1306,440,20.5,199,49.5,3,16,7.21,11,8,2.4,3.1,3883,1,3882,1,3,0,0,4,16.21,0.094306832,0.997484356,0.582278481,0.054774698,5,1,5,2,2,Bad
10,org,joda,time,base,BaseSingleFieldPeriod.java,,,,346,103,17.5,59,52.3,1,16,4.19,7,5,1.77,2.25,371,2,369,0,0,0,0,0,4.19,0.048733032,0.983827493,0.212274775,0.010177492,2,2,3,2,10,Bad
11,org,joda,time,tz,ZoneInfoCompiler.java,,,,849,471,24.2,281,11.5,5,7,10.74,20,9,3.15,4.32,8,1,7,0,0,0,0,0,10.74,0.229471545,0.892857143,0.025203252,0.005163776,1,1,5,2,2,Unknown
12,org,joda,time,LocalDate.java,,,,,2108,459,14.8,385,63,2,57.5,2.6,6,4,1.92,1.55,1674,8,1666,2,1,0,0,3,6.6,0.083369202,0.99934544,0.48244099,0.040194393,8,8,8,4,2,Good
13,org,joda,time,format,PeriodFormatterBuilder.java,,,,1872,882,30.3,298,27.9,9,11.33,6.93,50,9,3.18,4.17,971,1,970,1,4,0,0,5,22.93,0.102501855,0.995937701,0.376633359,0.03844879,3,1,6,3,6,Bad
14,org,joda,time,chrono,BasicMonthOfYearDateTimeField.java,,,,366,146,16.4,67,36.3,1,18,6.33,9,4,2.05,2.5,3816,8,3808,0,0,0,0,0,6.33,0.076891397,0.999098924,0.697223677,0.053562195,2,8,5,2,10,Good
15,org,joda,time,field,FieldUtils.java,,,,330,91,29.7,28,50,1,16,4.38,10,5,2.09,3.38,2725,1,2724,0,0,0,0,0,4.38,0.159724938,0.940636028,0.6,0.090145819,1,1,3,1,2,Bad
16,org,joda,time,format,DateTimeFormatter.java,,,,949,268,13.8,142,56.8,1,45,4.4,8,5,2.07,2.02,2596,7,2589,0,0,0,0,0,4.4,0.087391478,0.999334115,0.630977131,0.055105306,1,7,3,3,2,Bad
17,org,joda,time,DateTimeZone.java,,,,,1301,436,20.2,202,49.6,3,16,7.13,11,8,2.4,3.02,3800,1,3799,0,0,0,1,1,7.13,0.104261201,0.998949307,0.689166667,0.071777848,5,1,11,6,2,Bad
18,org,joda,time,chrono,GJChronology.java,,,,1104,455,22.2,273,26.1,4,18.5,4.61,10,6,2.74,2.39,2485,1,2484,0,0,0,0,0,4.61,0.101751835,0.998375823,0.521212121,0.052948153,2,1,5,3,10,Bad
19,org,joda,time,DateTimeZone.java,,,,,1278,425,20,203,49.8,3,16,6.9,11,8,2.4,2.94,3790,1,3789,1,1,0,0,2,7.9,0.090563187,0.999120315,0.703777336,0.063680251,1,1,1,2,6,Bad
20,org,joda,time,format,DateTimeFormatterBuilder.java,,,,2829,1287,26,477,26.1,15,11.87,5.81,38,7,3.29,2.98,2575,1,2574,1,1,0,0,2,6.81,0.106157674,0.999262653,0.610259827,0.064735995,3,1,7,4,9,Bad
21,org,joda,time,tz,DefaultNameProvider.java,,,,101,44,22.7,22,27.7,1,5,6,18,5,2.23,4.4,3783,2,3781,3,2,0,1,6,87,0.115464687,0.998660977,0.641434263,0.073963835,5,2,8,5,6,Bad
22,org,joda,time,base,BasePeriod.java,,,,625,211,14.2,132,49.9,1,32,4.94,11,5,2,2.16,1814,2,1812,1,1,0,0,2,5.94,0.09753227,0.998753967,0.474603175,0.046231447,2,2,4,3,2,Bad
23,org,joda,time,DateTimeZone.java,,,,,1278,425,20,203,49.8,3,16,6.9,11,8,2.4,2.94,3572,1,3571,0,0,0,0,0,6.9,0.144089444,0.990331239,0.54109589,0.077212369,8,1,3,2,6,Bad
24,org,joda,time,format,DateTimeParserBucket.java,,,,510,189,15.3,52,42.2,3,9.33,4.57,14,5,2.23,2.32,1038,7,1031,1,6,0,0,7,40.57,0.094934943,0.999472318,0.427123552,0.040527553,1,7,4,1,2,Bad
